frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,560.73895,105.667465,0.9399922,564.70056,101.545944,0.95327747,559.4368,102.37799,0.574408,576.148,102.086525,0.9509539,563.44824,103.431305,0.18358651,586.57587,122.21802,0.99793965,570.7516,122.82298,0.956545,586.8698,152.9216,0.99566674,567.1893,150.34006,0.75612843,558.49976,164.94933,0.9889003,556.78625,162.11584,0.76521444,581.6012,169.62141,0.99556124,571.84906,166.17319,0.97913855,537.294,179.40778,0.98926616,531.1474,175.8818,0.9484373,543.41833,226.62689,0.9537369,542.62146,218.81563,0.8824181,1.02834962,-0.73497116,0.70745887,-0.12970079
1,33.333333333333336,559.55646,105.56408,0.9368563,563.54645,101.57919,0.9502269,558.4613,102.31311,0.5603862,575.2174,102.37863,0.9483746,562.5754,103.5267,0.174845,585.7515,122.51256,0.9978756,569.26263,122.96115,0.95536953,585.77734,152.89458,0.9956826,565.0892,150.19846,0.75897324,557.7502,165.02039,0.9890506,555.6456,162.3792,0.76900834,580.6996,169.37363,0.9956454,570.4815,165.9369,0.97959125,537.59,179.64114,0.9893154,530.9432,176.21364,0.9489573,543.2594,226.36063,0.95346785,541.95966,218.92131,0.8821029,1.01727738,-0.73472551,0.69247449,-0.12454224
2,66.66666666666667,558.59106,105.37819,0.935357,562.5926,101.52012,0.94830215,557.5785,102.14131,0.5574343,574.0569,102.572815,0.9467361,561.60547,103.456505,0.17590585,584.53204,122.748,0.9978549,567.7373,123.11421,0.95527405,585.14526,152.80536,0.99568546,563.72284,150.26497,0.76160645,557.1295,164.99075,0.9890331,554.3417,162.85759,0.7708928,579.3812,169.6721,0.995634,568.9758,166.3,0.97962004,537.7295,180.18498,0.9890104,530.74384,176.87595,0.94791627,543.53705,226.436,0.9517193,542.014,219.36136,0.8783817,1.03641726,-0.76665942,0.68682465,-0.1211032
3,100.0,556.2444,105.11653,0.93645775,560.2487,101.341415,0.9514379,555.375,101.9476,0.5471942,572.04443,102.63327,0.9516501,559.8006,103.48098,0.16446827,583.33453,122.798065,0.9980331,566.59607,123.27846,0.95330226,584.67456,152.48225,0.9960901,562.90936,150.23283,0.7486679,556.2802,164.95099,0.98987085,554.03955,163.72537,0.7622738,579.7999,169.61111,0.99573153,569.43866,166.26003,0.97887164,537.3272,179.96298,0.98903745,530.47894,176.71165,0.94493824,543.5715,226.35712,0.9507816,542.3126,219.22115,0.87195534,1.03396583,-0.71556517,0.73718196,-0.11668158
4,133.33333333333334,554.9603,105.69101,0.9451991,559.13257,101.94792,0.95944136,553.98206,102.45883,0.583919,571.11365,103.07563,0.95722264,558.1842,103.7113,0.17421386,581.9377,122.98062,0.99823254,565.6062,123.36882,0.95452076,583.74927,152.03922,0.99629444,562.8162,149.87155,0.74056077,556.27234,164.75307,0.9901708,554.04706,164.00455,0.7549302,579.0202,169.56961,0.99577373,568.885,166.26534,0.9782969,537.2183,179.96375,0.989087,530.4093,176.84196,0.9433231,543.61554,226.0326,0.9511578,542.46545,219.13248,0.8702439,1.00871266,-0.73054954,0.68878981,-0.0967843
5,166.66666666666666,553.12537,106.02989,0.94174504,557.2582,102.21375,0.95706916,551.99805,102.80957,0.57500607,569.032,103.03085,0.95489573,556.02966,103.79994,0.17130469,580.4018,122.543884,0.99796474,564.09174,123.32651,0.94976074,583.4285,151.46036,0.995795,562.7892,149.87543,0.7253543,556.5122,164.8911,0.98909086,554.108,164.82024,0.7422499,579.61475,169.79785,0.9947667,569.5245,166.80661,0.97382283,537.06146,179.38535,0.98635614,530.4528,176.81097,0.9311294,544.5906,225.44592,0.94057345,544.0147,219.22385,0.84641665,1.01224167,-0.73349728,0.69222885,-0.08622155
6,200.0,551.1667,107.213974,0.93570226,554.9781,103.31447,0.9503986,549.9513,104.11616,0.5520548,566.4623,103.46188,0.95075655,554.1338,104.75278,0.17077857,579.0567,122.055145,0.99794,562.55707,123.42166,0.95346826,583.2616,150.8751,0.99589074,561.73816,149.8252,0.7555551,555.955,165.09113,0.98939216,552.7501,164.755,0.7669984,579.5241,169.49881,0.9954774,569.328,166.78944,0.978458,537.6637,179.6278,0.9881274,530.85535,177.38809,0.94284344,545.052,225.02173,0.9477169,544.14526,219.12975,0.8678372,1.02956498,-0.69640482,0.75265763,-0.09236269
7,233.33333333333334,549.41876,110.184555,0.89627624,552.5595,106.23375,0.9204556,548.5907,107.12184,0.40797758,563.58276,104.99871,0.93795425,553.98535,106.48505,0.12724167,577.9349,121.54961,0.9975114,562.45856,123.0502,0.94102305,582.6465,150.61435,0.99595475,562.3614,150.0546,0.7427247,555.09796,165.55554,0.9895509,552.70386,165.35597,0.7598639,579.778,170.07773,0.9958105,570.2608,167.33966,0.9794996,538.0344,179.6966,0.9893176,531.3185,176.79863,0.94720215,545.75415,225.28275,0.95340586,544.3935,218.11331,0.87997276,1.05171998,-0.7108979,0.77378313,-0.04470747
8,266.6666666666667,547.82007,112.579506,0.8880429,550.5924,108.466545,0.90854913,546.69037,109.52208,0.40210858,561.0913,106.09055,0.9285424,551.9604,108.029274,0.13458475,576.89886,121.56082,0.99708253,561.27594,123.46588,0.9444493,582.38043,151.2173,0.9953172,561.48047,150.9689,0.77102095,553.64575,165.85753,0.9884066,549.9417,166.5777,0.7827314,581.6662,170.5051,0.995453,572.0556,167.99527,0.9802735,539.8545,180.1779,0.9883796,532.7243,177.61406,0.9489568,546.93713,225.2384,0.950139,545.00214,218.7273,0.88103616,1.06576031,-0.70303725,0.79982155,-0.0432336
9,300.0,546.1685,112.05687,0.8780938,548.6396,107.93234,0.8954759,544.72766,109.116486,0.39412335,558.11694,105.95619,0.9199463,549.5069,108.10457,0.14493442,574.4095,121.704956,0.996783,559.2902,123.67183,0.9462149,581.5379,150.76913,0.99481446,560.4858,150.38574,0.78336036,553.50366,165.92673,0.9872289,548.6236,167.014,0.78979933,581.62256,170.44183,0.99522674,572.4328,168.14326,0.98066956,539.2254,180.92883,0.9876573,533.0249,178.41904,0.9491597,547.91833,225.81755,0.9474696,546.6641,219.00778,0.8797679,1.09417066,-0.71040661,0.83028159,-0.05625281
