frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,493.82346,95.72339,0.94229716,495.78995,93.51131,0.91403574,491.9688,93.67699,0.8697663,499.27545,93.8302,0.77549475,489.28485,94.32715,0.5905424,504.50827,105.789,0.9935016,485.70972,106.705025,0.99370956,509.80328,121.7668,0.9712931,482.5252,122.97255,0.9560029,508.7808,137.87009,0.95246845,481.38364,137.91785,0.92857695,501.43243,137.99965,0.99540734,489.43997,138.3297,0.9953772,502.55682,162.89941,0.98886454,488.56696,163.03673,0.9867792,504.79837,186.40315,0.9707752,490.27322,186.46942,0.96690214,0.86615606,-0.25227787,0.76862458,0.30951325
1,33.333333333333336,492.7846,95.52177,0.9345139,494.548,93.26844,0.9002845,490.96017,93.49919,0.8610299,498.23572,93.512314,0.74297625,488.41745,94.08314,0.5981011,503.7315,105.33238,0.99260557,485.3227,106.09203,0.99319226,509.09433,121.45044,0.95640355,481.43283,122.82782,0.9404751,508.16068,137.55038,0.9195351,479.08716,138.58356,0.8921421,500.74033,137.56589,0.99428314,488.9595,137.74188,0.99440235,502.46014,162.21182,0.9840538,487.3557,162.1836,0.98199433,503.36652,186.08508,0.9639038,488.2456,185.96606,0.96073306,0.83819829,-0.27856193,0.74258616,0.27119257
2,66.66666666666667,491.81168,95.009415,0.9296426,493.57312,92.8205,0.8955538,490.12817,93.024055,0.8487294,497.31873,93.27612,0.7452179,487.83463,93.77183,0.5781135,502.94522,105.28594,0.992467,484.60846,105.939644,0.9926997,508.12482,121.500656,0.9568559,480.78568,122.62897,0.9366422,507.01147,137.36725,0.9197726,479.23462,137.9707,0.88688475,500.03076,137.48393,0.99429697,488.24252,137.6203,0.99427164,501.90094,162.12698,0.9843897,486.60574,162.07175,0.9819172,502.929,186.23486,0.9649123,487.49545,186.04312,0.9610679,0.94843746,-0.39426093,0.82291222,0.25866465
3,100.0,490.61182,94.57695,0.93317544,492.61496,92.42021,0.90702415,489.06778,92.514694,0.84719944,496.76248,93.006355,0.7768198,487.06555,93.27933,0.5536411,502.13107,105.07158,0.9929777,484.0161,105.58919,0.992393,506.8056,121.0791,0.9603704,480.31598,122.2997,0.92946976,504.9429,135.23682,0.9258536,479.00247,136.97325,0.87929046,499.07755,137.13495,0.99445087,487.37686,137.1922,0.99407464,501.29333,161.87326,0.98548675,486.16837,161.7196,0.98196745,502.95984,186.29474,0.96793145,487.48672,185.85889,0.962448,1.0512949,-0.42644048,0.90716861,0.31688262
4,133.33333333333334,490.58337,94.43566,0.9332039,492.65427,92.346436,0.89184374,488.82382,92.343544,0.8598217,496.22086,93.17668,0.7409029,486.30685,93.06409,0.6131795,501.2331,105.22879,0.9919957,482.2572,105.405106,0.9925211,506.04883,121.332855,0.9456223,478.83997,121.575714,0.9338977,504.84494,135.71262,0.9001633,479.5514,135.6983,0.8808111,498.74475,136.28976,0.99318004,486.47955,136.42543,0.9935694,500.31143,161.13414,0.98148257,485.45407,161.18076,0.9799749,502.07733,185.21822,0.959027,487.4004,185.01999,0.95594627,0.94767225,-0.34832523,0.82979029,0.29698534
5,166.66666666666666,489.29745,94.38762,0.9323875,491.45667,92.2741,0.896961,487.57394,92.25746,0.84943223,495.28198,93.038826,0.76103836,485.31665,92.907715,0.57753825,500.45038,105.06767,0.99219245,481.60202,105.1622,0.99173623,505.4951,121.36984,0.94968325,478.2951,121.30328,0.9253689,505.25354,136.45612,0.905856,478.70868,135.47447,0.87056893,497.92938,135.76407,0.9932407,485.8765,135.85585,0.9931942,499.45724,160.61642,0.9823543,485.54364,160.62833,0.9795473,501.10526,184.80563,0.9611017,487.63513,184.48395,0.95598567,0.89612716,-0.32842795,0.78852186,0.27094692
6,200.0,487.9131,94.44639,0.9331302,490.0921,92.292755,0.90351635,486.18372,92.31811,0.84233755,494.12674,92.9198,0.7823277,484.192,92.93739,0.5496368,499.71805,104.84795,0.99255896,481.03336,105.18127,0.99124676,505.2432,121.03108,0.9541186,478.21323,121.49211,0.91927695,505.6284,136.7124,0.9125276,478.018,136.23306,0.8639638,497.23672,135.3345,0.9932641,485.49063,135.46935,0.9928402,498.1391,160.14551,0.9824539,485.54306,160.19037,0.9784524,499.14096,184.12009,0.9606919,487.69125,183.79926,0.95367247,0.90031329,-0.3286736,0.79638252,0.26136675
7,233.33333333333334,487.3156,94.16397,0.9313452,489.5091,91.997314,0.9000078,485.57538,92.00628,0.83920705,493.563,92.64984,0.7771923,483.59464,92.62405,0.54915744,499.23788,104.72119,0.9922323,480.34937,105.01319,0.9910217,504.7739,121.06882,0.95181215,477.2709,121.68088,0.918301,504.90652,136.97104,0.9084021,477.07303,137.41664,0.86150956,496.64746,135.34442,0.9928134,484.87418,135.44133,0.9924361,497.168,160.06935,0.98097837,485.2496,160.06033,0.97690713,497.84283,183.81595,0.95714116,487.77753,183.41454,0.94991237,0.92622062,-0.34414926,0.80645398,0.29845921
8,266.6666666666667,486.5835,94.36878,0.93408895,488.7044,92.19248,0.91093665,484.8869,92.25525,0.8333764,493.11777,93.04952,0.79149884,483.15335,93.34081,0.4867031,499.54483,105.676254,0.9919173,480.48413,106.3268,0.98985493,504.76688,121.87529,0.9680186,476.90906,122.57762,0.93494344,504.44824,136.73897,0.94657904,476.66742,137.49962,0.9059102,497.39206,136.77682,0.9940999,485.66956,137.01555,0.9933751,497.29425,161.41953,0.98815536,486.48126,161.42702,0.98445964,497.1366,185.103,0.97236335,488.2134,184.62552,0.96582985,0.93581802,-0.32105859,0.83028159,0.28863339
9,300.0,486.3472,94.27484,0.92960656,488.411,92.082535,0.9027679,484.61212,92.149025,0.8267256,492.72906,92.95575,0.77525467,482.77814,93.23688,0.48628753,499.12564,105.674965,0.99106336,480.09946,106.304565,0.9891945,504.31396,122.171234,0.96468216,476.56137,122.917175,0.9330066,503.67313,137.00156,0.9419557,476.10773,138.11197,0.90309894,496.96667,136.8853,0.99359506,485.33316,137.11575,0.99295735,496.4378,161.73141,0.98740935,486.2628,161.74654,0.9838532,496.07092,185.86826,0.9708528,488.21204,185.43501,0.96454996,0.94395486,-0.34562313,0.82954465,0.28887904
10,333.3333333333333,486.19507,94.5094,0.9272995,488.24396,92.27324,0.89698315,484.38126,92.34331,0.8250696,492.5265,93.048,0.7598904,482.35434,93.314926,0.490097,498.8518,105.86218,0.99025714,479.60565,106.31836,0.9888094,504.08157,122.82024,0.96169436,475.85406,122.92253,0.93342465,503.20706,138.38045,0.9381718,475.39627,138.33496,0.90346205,496.62778,137.71725,0.9929311,484.92572,137.89978,0.9924522,495.87735,162.55972,0.98580176,486.31583,162.54153,0.9823611,495.6163,186.94733,0.9667595,488.89655,186.49911,0.96048886,0.96780522,-0.44388131,0.78532847,0.35053604
11,366.66666666666663,486.15894,94.23142,0.93078583,488.27594,92.05148,0.89407426,484.35156,92.08008,0.83857906,492.27383,92.58565,0.76327366,482.303,92.69313,0.5533812,498.2862,104.98286,0.99195015,479.1187,105.324135,0.991963,503.52304,121.8853,0.95561683,475.39362,122.15889,0.93850213,501.62903,136.6849,0.9226117,474.8584,137.83875,0.8975321,496.03467,137.19669,0.9932747,484.27893,137.32755,0.99342465,495.14688,162.90771,0.98295504,485.28058,162.82205,0.98071015,495.8701,187.80212,0.95703775,489.02722,187.26778,0.9522414,0.97166267,-0.48367587,0.75634231,0.37166155
12,400.0,485.96262,94.269516,0.9297771,488.0629,92.11932,0.8908428,484.20145,92.13524,0.8394202,492.07886,92.70262,0.75403565,482.19403,92.76619,0.5585574,498.16824,105.13073,0.99164903,478.90234,105.37905,0.9921416,503.50742,121.88649,0.9538423,474.76773,122.01932,0.94185203,501.46832,135.98816,0.92060053,474.61194,137.3287,0.90192056,496.09167,137.79515,0.9932105,484.23828,137.86888,0.9935819,495.00552,163.70633,0.9823944,484.71292,163.54153,0.9807227,495.95044,188.94116,0.95547205,488.53134,188.31534,0.95167816,1.02147021,-0.55221095,0.77255491,0.37632881
13,433.33333333333337,486.53824,94.28349,0.93804634,488.74637,91.98482,0.9018412,484.60715,92.1433,0.8709304,492.67996,92.58501,0.7468519,482.0901,93.09175,0.6218498,498.90143,105.25147,0.9921359,478.39014,106.32555,0.99389774,504.0788,121.74698,0.96008915,474.45856,123.37659,0.9595912,501.80533,136.00626,0.9360635,473.84503,138.22653,0.93059987,496.81918,138.63425,0.9946002,484.1718,139.06651,0.9952519,495.71826,164.08453,0.9872093,485.29688,164.20587,0.9868995,495.8911,189.09793,0.9668533,489.00958,188.93526,0.9661214,1.02146008,-0.61509618,0.72588227,0.37166155
14,466.6666666666667,487.03342,94.329254,0.94035184,489.2397,91.99565,0.8982389,484.95227,92.15669,0.8841454,493.0186,92.62143,0.72126716,482.06564,93.09329,0.66195047,498.98337,105.37985,0.99178094,478.02563,106.379166,0.9945263,504.16614,121.94861,0.955213,473.59238,123.51471,0.9648734,501.9869,136.29724,0.92994,473.15262,138.79576,0.937065,496.76993,138.98528,0.9944471,483.83405,139.40915,0.9955106,495.64368,164.40591,0.98653793,484.91537,164.51518,0.98738873,495.53464,189.3935,0.96524394,488.57126,189.28258,0.9667036,0.92606379,-0.57481033,0.64604751,0.3313757
15,500.0,486.9911,94.147514,0.93470955,489.1751,91.897385,0.89029074,484.94354,91.85122,0.8605873,492.93604,92.545395,0.7295465,482.12018,92.37806,0.6065455,498.7619,105.46526,0.9915285,477.98883,105.30422,0.99315095,504.0122,123.22275,0.9490822,472.72397,122.43083,0.9495439,502.03854,138.77536,0.91344875,471.82224,139.05785,0.91042244,496.313,138.58015,0.99327236,483.65274,138.5386,0.99412775,494.57922,164.78319,0.98211664,484.63437,164.53102,0.98189974,494.82773,190.44525,0.9548506,488.93658,189.78912,0.95362556,1.3245598,-0.29207243,1.23829866,0.36846816
16,533.3333333333334,487.3908,94.08022,0.9369977,489.63315,91.80947,0.8962582,485.32678,91.72265,0.8634506,493.4265,92.415115,0.7380127,482.4127,92.12213,0.60028625,499.16098,105.51361,0.9916192,478.0174,105.07681,0.99292433,504.36783,123.677155,0.95037323,472.1201,122.17842,0.9472086,503.17773,140.44635,0.91427875,470.73325,139.40868,0.9067305,496.32437,139.07233,0.9929073,483.4553,138.91144,0.99364966,494.40253,165.15222,0.9803539,484.1154,164.8051,0.9795577,494.50287,190.5794,0.9497469,488.06458,189.807,0.94734937,0.91954866,-0.40531498,0.67184028,0.4794999
