frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,470.0273,41.33487,0.9699513,473.0838,36.31131,0.95648426,465.73593,38.622658,0.8458557,484.0553,32.936157,0.9079453,465.6677,39.385437,0.46263894,501.02133,51.554123,0.9977793,470.18658,60.294098,0.9866877,515.19855,78.61038,0.9922517,467.57404,90.944954,0.9280616,515.2355,110.51885,0.9814259,466.4997,113.483185,0.90616024,502.00522,111.94763,0.99835616,482.4811,114.58569,0.99611616,503.9055,156.48463,0.99613345,487.0125,155.87924,0.9916299,509.7635,200.76819,0.98327994,491.54514,193.9458,0.97398394,1.14261873,-0.43749453,1.05529281,-0.02309067
1,33.333333333333336,472.19193,40.304726,0.9723432,475.40088,35.340904,0.95811564,467.50723,37.570656,0.864775,485.68927,32.83458,0.90532184,466.11108,39.043274,0.50311613,501.7225,52.459854,0.9978409,470.0157,60.665215,0.98819065,515.7634,80.02138,0.9920561,467.855,90.58025,0.93389916,515.4605,111.95442,0.9807225,467.14673,112.387665,0.91048884,502.864,112.29821,0.99853635,482.49,114.86522,0.9966773,505.2965,157.23572,0.9966719,486.31152,156.6072,0.99305505,512.4491,201.03891,0.98605436,491.54446,194.25085,0.97875494,1.04490447,-0.37239849,0.5681779,0.79392606
2,66.66666666666667,473.0553,39.70945,0.97273165,476.3989,34.93976,0.958057,468.62292,36.900314,0.8662193,486.54147,33.066017,0.90448606,467.18567,38.52645,0.5056945,502.0542,53.178802,0.9979056,470.2168,60.40249,0.9886314,516.35675,80.963036,0.9924234,467.6595,89.9168,0.93708783,516.7909,112.10118,0.9815887,468.63412,111.587364,0.91439694,503.64597,112.32007,0.99864954,482.93915,114.6778,0.99693334,506.92783,157.22443,0.9969177,486.09833,156.65112,0.99356776,515.2481,201.22299,0.9869386,491.4497,194.90585,0.9800907,1.04490447,-0.37239849,0.5681779,0.79392606
3,100.0,473.93234,39.375336,0.9736857,477.3103,34.70677,0.9589267,469.70337,36.55313,0.86792225,487.48386,33.106087,0.9065292,468.46585,38.32823,0.50650924,503.1226,53.0506,0.9980447,470.9358,60.61319,0.989493,517.7774,79.719795,0.9930536,467.6217,90.59314,0.94233966,519.665,109.48092,0.9830036,469.5537,111.28497,0.92053276,505.15768,111.95747,0.9987852,484.0676,114.422966,0.9972422,508.7511,157.83624,0.99713194,486.24393,157.07597,0.9940101,517.41034,202.17688,0.9873223,491.1037,195.42676,0.98067766,0.95900184,-0.10710141,0.86639147,0.39696303
4,133.33333333333334,476.11823,38.718323,0.9748515,479.52017,34.06682,0.9596825,471.7247,35.880302,0.8747362,489.2362,32.82374,0.9051867,469.84857,37.940125,0.52178186,504.51257,53.3693,0.9981128,471.5553,60.473206,0.990054,519.2408,80.46747,0.99329925,467.7074,90.01761,0.9450202,521.0726,109.86555,0.9835555,470.1057,110.399826,0.92369425,506.28473,112.61493,0.99884343,484.58963,114.98096,0.9973832,509.9035,158.66502,0.9972127,486.21756,157.91998,0.99417686,519.5059,203.16238,0.9874473,491.2319,196.40964,0.98082906,0.92427631,-0.07172847,0.81259511,0.43454678
5,166.66666666666666,476.92062,39.418297,0.97488993,480.4,34.70665,0.96112406,472.71265,36.428497,0.86754584,490.6435,32.864456,0.91057754,471.32516,37.793625,0.49481496,506.16724,53.235428,0.99824333,472.7535,59.65142,0.98968166,520.29205,81.24234,0.9940461,467.81174,89.303024,0.94341505,521.57776,110.20887,0.9852539,470.15204,110.23567,0.92335314,507.55313,112.88228,0.9989292,485.46725,114.93716,0.9974383,511.95056,159.15016,0.99737895,486.93475,158.08241,0.9942213,521.87585,203.9176,0.98784035,491.28516,197.03873,0.9808055,0.93360376,-0.088678,0.80694527,0.46107649
6,200.0,479.73392,38.566666,0.9762331,483.2026,33.688133,0.9611046,475.09012,35.562836,0.88068837,493.12967,31.888573,0.90445375,472.84415,37.192566,0.5280973,508.16248,52.896088,0.9981098,473.91797,59.107567,0.99056095,521.1742,81.530045,0.99341726,468.4762,88.48683,0.94837284,522.48596,111.84008,0.98409677,470.18835,110.652084,0.92811584,508.82535,113.112404,0.99885297,486.0664,115.02582,0.99745256,512.938,159.9453,0.99714655,486.89264,158.17412,0.9941128,523.8131,205.40231,0.9868268,491.4041,197.21054,0.980082,0.93863986,-0.14738726,0.80178671,0.46525246
7,233.33333333333334,480.33105,37.73256,0.97531533,484.23184,32.701782,0.9585015,476.41336,34.275055,0.8755268,494.72064,31.892776,0.8969502,475.07016,35.883896,0.5068288,509.75516,53.98242,0.99802256,475.73108,59.366226,0.988201,522.01843,82.63865,0.9930206,471.27487,90.001495,0.93944615,523.2608,113.34391,0.9815025,472.3605,112.484375,0.91428614,510.64536,113.19648,0.99848974,487.14453,114.733864,0.9965804,514.935,161.69048,0.99585223,486.41678,158.834,0.99123514,527.54926,206.72968,0.97941303,492.45078,197.72424,0.9684013,0.93408651,-0.16998664,0.79294348,0.46353294
8,266.6666666666667,481.8427,37.816193,0.9756742,485.82492,32.853607,0.96097773,478.03003,34.305466,0.86868393,496.4635,31.91018,0.906947,476.82568,35.704582,0.4837024,511.16983,53.754456,0.9983431,477.10437,59.07563,0.98821056,523.011,82.06743,0.9943469,471.68335,89.89261,0.9374307,525.3066,113.14619,0.98429954,472.45566,113.19148,0.91245735,511.40216,113.311745,0.99879754,487.92688,114.74107,0.9970053,515.7469,162.27855,0.9967213,486.98257,158.83438,0.9923718,528.6854,207.58832,0.98336846,493.0681,197.48738,0.97285074,0.93612515,-0.15156324,0.73890148,0.55442176
9,300.0,485.18073,37.713814,0.97721076,489.27222,32.734985,0.9613584,481.00116,34.085007,0.8836959,499.53882,31.763977,0.89991,478.63037,35.344727,0.51814985,513.9994,53.97474,0.9982224,478.00116,58.80165,0.9890027,526.65234,82.37015,0.9936872,472.5104,88.77535,0.94119275,528.5572,114.39963,0.98295283,471.85266,113.27677,0.9160662,512.98474,114.29635,0.99869436,488.4677,115.45579,0.9969477,517.3304,162.80606,0.9963915,487.39197,158.90224,0.99209243,529.75433,207.77383,0.98209536,493.79492,197.32632,0.9718338,0.91104257,-0.15205453,0.72784744,0.52641818
