frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,552.83246,106.14148,0.958742,556.9121,101.661575,0.9557834,551.29675,103.17116,0.7419238,568.86255,101.939606,0.9304875,554.66895,104.80931,0.32485947,581.72205,120.423004,0.9959351,560.78253,123.648056,0.97533536,585.033,147.37634,0.9882882,555.0808,147.3824,0.85810626,556.43835,164.91103,0.9783012,544.8228,161.82413,0.8499488,577.28406,169.08661,0.9908296,563.6981,166.83926,0.97675973,535.6427,179.18513,0.98029363,525.4521,178.03998,0.9493897,539.64856,224.19931,0.92717606,537.1791,220.52853,0.8777716,0.98676712,-0.32523456,0.91232716,-0.1886557
1,33.333333333333336,552.6185,106.10764,0.95888984,556.7307,101.652725,0.9563303,551.0604,103.1263,0.74147826,568.74854,102.081375,0.9315444,554.4348,104.87665,0.323719,581.5201,120.70183,0.9959984,560.6785,123.8609,0.9751882,584.75354,147.55176,0.98842317,555.09326,147.581,0.85607696,556.46045,164.9524,0.97838986,544.5618,161.93674,0.8480058,577.1948,169.2695,0.99098444,563.6499,166.99167,0.97691125,535.8721,179.23276,0.98076755,525.4354,177.95978,0.95012766,539.77454,224.11043,0.9292431,537.0217,220.28844,0.88046837,0.99054208,-0.33014747,0.91330974,-0.19504248
2,66.66666666666667,552.3155,106.1026,0.9594687,556.45325,101.65414,0.9570269,550.80334,103.142876,0.7435341,568.6442,102.17168,0.93204397,554.25354,105.00479,0.32222608,581.419,120.85623,0.9960074,560.4863,124.10159,0.97507054,584.6416,147.66695,0.98842597,554.73645,147.86188,0.85515624,556.747,164.99017,0.9784199,544.4558,161.96768,0.84735805,577.0918,169.26413,0.9908606,563.4747,167.04907,0.9765212,536.03937,179.38388,0.98036706,525.51917,178.25209,0.9489879,539.96094,224.1984,0.9274087,537.0209,220.55017,0.8773075,0.99612561,-0.33751683,0.91502926,-0.20265749
3,100.0,552.16296,106.58513,0.95996106,556.2279,102.016045,0.9565558,550.4413,103.6063,0.75163335,568.1898,102.11933,0.93017393,553.5948,105.24333,0.33392665,581.369,120.5827,0.99594045,559.90094,124.11499,0.97607416,585.19507,147.4287,0.9880455,554.62256,147.99133,0.8615872,557.2658,164.64229,0.97788405,544.50305,161.88847,0.85233146,577.0364,169.36264,0.99087816,563.1066,167.21579,0.97726065,536.1759,179.27827,0.9804693,525.4227,177.98647,0.950774,539.9229,224.15074,0.9286062,536.8612,220.15445,0.88145554,1.00576669,-0.34783394,0.92092475,-0.20609652
4,133.33333333333334,552.03406,106.981155,0.9597886,556.0018,102.33589,0.95556074,550.1438,103.96516,0.75504696,567.6359,102.04701,0.9284239,553.0891,105.28704,0.34413832,581.0956,120.232056,0.9958632,559.62024,123.842285,0.9769191,585.2439,147.26083,0.9877198,554.86304,147.84497,0.86732996,556.9568,164.62718,0.97737736,544.47797,161.8377,0.85682315,577.2355,169.36127,0.9908818,563.31915,167.20982,0.9779156,536.1947,179.28122,0.98047775,525.42566,177.77658,0.9521375,539.7792,224.20338,0.9291655,536.7726,219.83951,0.88436717,1.02032603,-0.35176427,0.93517219,-0.20683346
5,166.66666666666666,551.28253,107.23085,0.95851153,555.21814,102.52916,0.9547792,549.47156,104.13471,0.745378,567.07745,101.89304,0.92870194,552.71375,105.10155,0.3330449,580.82166,119.96546,0.9958664,559.4096,123.44388,0.9762146,584.64557,147.46617,0.9878544,554.69385,147.86644,0.86428654,556.4332,164.95828,0.9774784,544.32654,161.91669,0.85415286,577.1784,169.52922,0.99104905,563.3019,167.2725,0.9780343,536.4067,179.47786,0.98104024,525.4946,177.59929,0.95295787,539.7565,224.41855,0.9316059,536.54456,219.52045,0.88755435,1.00609577,-0.34464055,0.92215298,-0.2075704
6,200.0,550.6203,107.60433,0.95816934,554.53296,102.84757,0.95491004,548.805,104.428795,0.7406945,566.5204,101.9023,0.9298843,552.2102,105.069916,0.32826364,580.3999,119.85526,0.9959394,559.26404,123.14914,0.9760172,583.9994,147.80058,0.9881104,554.7917,147.91498,0.8630038,555.7081,165.13043,0.97777885,544.1045,162.04924,0.85312533,577.15784,169.64261,0.9912246,563.43945,167.27306,0.9782317,536.56635,179.64919,0.9814699,525.5778,177.42627,0.95354944,539.8202,224.60469,0.93318284,536.4272,219.23096,0.8895248,1.01147024,-0.34832523,0.92608331,-0.21002685
7,233.33333333333334,549.9437,108.20446,0.95474,553.62366,103.401825,0.9517898,548.12244,105.09175,0.72126746,565.2863,102.06244,0.92876476,551.7604,105.48616,0.31787026,579.3269,119.545876,0.996015,559.0227,123.13431,0.97508156,583.4384,147.08748,0.9887073,554.8659,147.74168,0.86012536,555.85425,165.17152,0.9784687,544.0953,162.25244,0.8506792,576.2284,169.73938,0.99187684,563.1206,167.56177,0.97924405,536.1153,179.49104,0.98298234,525.7616,177.51617,0.95616525,539.7289,224.45447,0.9387323,536.3417,219.08861,0.8966909,1.0097268,-0.34857088,0.92583766,-0.2021662
8,266.6666666666667,549.017,108.59217,0.95644915,552.72656,103.780075,0.9543264,546.9614,105.46733,0.7298939,564.0684,102.35812,0.9316591,550.1173,105.78803,0.32416576,577.9707,119.51221,0.9961343,557.95917,123.48248,0.9746509,583.11285,146.64261,0.988929,555.1874,148.06306,0.8547252,556.1811,165.26999,0.97861177,544.3202,162.5161,0.8456178,576.02246,169.49196,0.99158704,563.1209,167.55795,0.9779986,535.6919,179.13535,0.98216105,525.53094,177.5122,0.9529477,539.6944,224.16881,0.9357467,536.7757,219.07841,0.8901027,1.01460648,-0.33997329,0.93517219,-0.19823587
9,300.0,548.51105,108.7606,0.95684254,552.1887,104.03183,0.9534041,546.21906,105.65747,0.74040437,562.7939,102.62514,0.9287657,548.5738,105.96729,0.33923036,576.87823,119.46866,0.99607617,556.1786,123.70711,0.9753828,583.4619,146.14236,0.9886663,554.4862,148.0711,0.86006266,556.5552,164.78085,0.9781756,544.23035,162.27208,0.8496158,575.79645,169.44603,0.99157727,562.4971,167.71269,0.9784574,535.8177,179.03195,0.9819948,525.4283,177.68277,0.9535496,539.63385,223.86298,0.9355695,537.1154,219.18369,0.8910766,1.002219,-0.33088441,0.92682024,-0.18963828
