frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,521.9395,61.39634,0.95047057,524.3612,58.92993,0.9464747,519.867,59.38758,0.85616314,529.13055,60.40873,0.86852825,517.7521,61.64193,0.47375718,535.80597,74.72435,0.99418265,515.9733,76.09383,0.9887566,542.5089,91.909744,0.97775286,513.66144,91.05473,0.9019776,544.9712,106.16773,0.95867044,517.1931,94.98448,0.86780506,535.5435,108.26571,0.9924269,522.8152,109.00012,0.9890682,537.88293,134.05428,0.9777671,524.60284,134.65952,0.96281,539.35406,156.14975,0.9375895,526.3168,156.40363,0.9108704,1.09044988,-0.0967843,1.02556971,0.35765976
1,33.333333333333336,521.1819,61.706207,0.9509797,523.4906,59.19484,0.94339544,518.94525,59.749435,0.8652945,527.9794,60.712593,0.8534191,516.49384,62.16571,0.50770706,534.72766,75.04585,0.9940402,514.81433,76.67732,0.9897245,542.4806,91.84646,0.9760374,512.4809,91.0283,0.9130525,545.39655,105.59659,0.9561925,515.57825,93.275635,0.8791786,535.1885,108.64414,0.9926541,522.4123,109.580414,0.9900738,537.17194,134.2888,0.9782693,524.10944,135.12393,0.9660855,539.2114,156.23224,0.93906474,526.26306,156.84457,0.91700536,1.1350001,-0.01670389,1.06364475,0.3957348
2,66.66666666666667,520.06696,61.421738,0.95275366,522.29486,58.836105,0.94236517,517.6368,59.539703,0.87550086,526.89935,60.47728,0.8404095,515.1238,62.267654,0.5400453,533.8877,74.866394,0.9939866,513.8025,76.949165,0.9911696,542.32495,91.60556,0.97117865,510.3789,91.97498,0.91871154,545.4247,105.020485,0.94660187,513.36786,95.224754,0.8786151,535.42163,108.78314,0.9918384,522.50916,109.90484,0.9899368,536.7931,134.39456,0.9719731,523.5753,135.39005,0.96025234,538.2619,157.5315,0.92411053,525.7052,158.37723,0.9037966,1.11318312,0.00417597,1.02630665,0.43110775
3,100.0,518.15576,61.59665,0.95202065,520.5071,59.087845,0.9463705,516.08826,59.660583,0.8593486,525.73645,60.707886,0.8621753,514.4108,62.189125,0.48486966,533.20264,75.10689,0.9945596,513.3617,76.50138,0.99073875,541.89844,92.10133,0.9765869,509.78424,90.74134,0.91483444,545.2476,104.781456,0.9558151,513.1506,92.316734,0.87885404,534.3368,109.006096,0.9926311,521.8273,109.78453,0.990194,535.8301,134.68373,0.9744315,524.56024,135.34424,0.960716,537.33307,158.09744,0.9279098,527.83954,158.36957,0.9032548,1.17269558,0.11201432,1.03367601,0.54238513
4,133.33333333333334,517.45544,61.51117,0.95120806,519.72253,58.989624,0.94251853,515.2868,59.579697,0.8628685,524.6807,60.54309,0.8478872,513.37616,62.058647,0.50559974,531.81635,74.82051,0.99435186,512.4973,76.19571,0.9911618,541.06244,91.82894,0.9756738,509.15604,90.108116,0.92324007,545.19055,104.98076,0.95487016,512.1147,91.247185,0.88878256,533.14606,108.749504,0.9925712,521.06824,109.60036,0.99059075,534.79706,134.67235,0.9734004,524.74963,135.43925,0.961368,536.52985,157.95883,0.92351913,528.3105,158.42369,0.9014177,1.07750386,0.03979456,0.95752592,0.49251911
5,166.66666666666666,516.4584,61.76204,0.9484407,518.60236,59.179344,0.9396427,514.1848,59.749832,0.86316043,523.32416,60.468124,0.83124024,511.8826,61.867912,0.506823,530.69995,74.581314,0.9930067,511.04337,75.973305,0.98825675,541.5781,91.05467,0.96458423,508.95724,89.984436,0.8847526,545.7623,104.04932,0.93178344,511.56018,90.80896,0.83321816,532.406,110.003975,0.98972344,519.9902,110.89877,0.98655534,535.0731,136.17448,0.95970285,523.21045,137.02307,0.9410667,538.1043,159.50381,0.89904463,527.314,160.11584,0.8698755,0.88734416,0.00712372,0.79539993,0.39327835
6,200.0,515.70215,62.038605,0.94165653,517.7836,59.418106,0.92932665,513.4167,60.111282,0.8462779,522.418,60.48967,0.8202697,511.19022,62.29155,0.4971881,529.9627,74.17668,0.993016,510.24512,76.30534,0.9888353,540.7268,90.24183,0.9697409,507.68774,90.30437,0.9070606,544.6508,103.22959,0.9449718,511.19904,91.5195,0.8683312,531.96265,108.785965,0.9914927,519.7136,110.08774,0.98911613,534.3921,134.56747,0.9719706,524.89185,135.80489,0.95967275,535.648,158.02927,0.92332643,528.7392,159.10432,0.90180695,0.88734416,0.00712372,0.79539993,0.39327835
7,233.33333333333334,514.5443,62.251945,0.9341032,516.709,59.674416,0.9207017,512.39294,60.228798,0.81422275,521.6257,60.485878,0.81989616,510.5201,62.0355,0.42425916,529.3119,73.68832,0.99271214,509.42218,75.61416,0.9867748,540.3894,88.940865,0.97420985,506.42053,88.813126,0.90917444,544.7742,103.38808,0.9537705,508.57074,93.36938,0.87903446,529.9774,108.165665,0.993038,517.73773,109.34119,0.9906565,532.25653,133.7481,0.9822552,522.7014,134.87444,0.9728932,533.4794,156.6962,0.9494199,526.01447,157.56769,0.93085235,0.76846846,0.11201432,0.70303725,0.28937033
8,266.6666666666667,514.36725,62.74237,0.92972106,516.41705,60.185028,0.90799236,512.0604,60.73706,0.8197012,520.91876,61.02334,0.78974855,509.9206,62.510254,0.47033283,528.74445,74.18723,0.99188304,508.51855,75.954346,0.98771787,540.1388,89.87471,0.96394014,505.457,89.45508,0.90874106,543.6281,104.31007,0.93508714,507.46146,94.1251,0.8690794,529.3406,108.206665,0.9919457,516.89154,109.31923,0.9903099,531.85864,133.71881,0.97675973,522.2332,134.84213,0.9685773,531.57965,157.48625,0.9382012,524.65894,158.41891,0.92271674,0.76851847,0.16310857,0.71212613,0.23852172
9,300.0,513.02716,63.09636,0.92773986,515.11426,60.543747,0.91250753,510.81647,61.08528,0.80010974,519.8324,61.30345,0.8121126,508.9688,62.783127,0.4199541,527.74677,74.30028,0.99233574,507.92505,76.02,0.98615485,539.1784,90.06434,0.96879816,505.07727,89.42029,0.8943377,542.8788,104.86079,0.9424291,506.93497,94.01645,0.8561471,528.3473,108.07388,0.99239904,516.17633,109.14702,0.98991853,530.8723,133.76962,0.9788725,521.638,134.87013,0.9682281,530.8733,157.75787,0.94348913,524.25726,158.60571,0.9236162,1.04460101,0.07271105,0.9752124,0.36723993
