frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,533.82404,72.951706,0.95394135,538.4797,67.75962,0.96169484,531.8507,69.6043,0.6801943,552.1214,66.488,0.9593481,535.7273,69.814026,0.26601398,567.2124,89.990845,0.99865496,540.4286,91.80122,0.9745817,575.42114,125.01749,0.99573827,542.82526,122.16962,0.80480444,551.03,144.22365,0.98504746,530.364,142.30441,0.7543933,563.004,146.77826,0.997357,546.5448,144.84882,0.9888545,534.9153,171.13376,0.9913018,522.377,166.677,0.9638781,560.50275,199.9753,0.96051973,554.6887,191.0147,0.90774816,1.01458674,0.53550706,0.83003594,0.23164365
1,33.333333333333336,533.3078,73.22377,0.95377237,537.94464,67.98972,0.9616894,531.40027,69.893295,0.67740977,551.82605,66.556496,0.95956707,535.4793,70.03203,0.26171985,567.24634,89.94098,0.9986638,540.19147,91.91875,0.9745963,575.486,124.97575,0.9957723,542.3911,122.37935,0.80524135,551.0614,144.30063,0.98518014,530.20483,142.53821,0.7549777,562.97144,146.81573,0.99740976,546.3625,144.91956,0.989056,534.878,171.22644,0.99152714,522.3503,166.74017,0.964753,560.3909,200.04141,0.9615622,554.7473,190.97482,0.9100502,1.00726019,0.52887463,0.82610561,0.22894155
2,66.66666666666667,532.87506,73.31937,0.95335233,537.50146,68.08412,0.96083057,531.03827,70.01883,0.6761164,551.55817,66.60065,0.95868504,535.2658,70.14641,0.26156846,567.1079,89.88246,0.99865353,539.90295,91.967255,0.9752865,575.17377,124.98117,0.9957366,541.8823,122.60663,0.8116359,550.9105,144.57233,0.9851163,529.96655,142.93646,0.76091516,562.84595,146.76178,0.9975007,546.12494,144.92543,0.9896318,534.98517,171.18341,0.9919191,522.42847,166.78207,0.9669952,560.32947,199.93259,0.96352327,554.8054,191.01663,0.9154752,1.03785445,0.52592689,0.86221549,0.23901301
3,100.0,532.55133,73.52351,0.9528994,537.1045,68.29645,0.96003616,530.70233,70.211235,0.67577696,551.0343,66.6362,0.9579428,534.9373,70.163086,0.26390564,566.9208,89.8159,0.99864525,539.5654,91.718735,0.97577816,575.3156,125.26247,0.9956945,541.5272,122.53761,0.81652164,551.2997,144.61838,0.98500085,529.841,143.0867,0.7651538,562.94104,146.7623,0.99754506,546.1453,144.84174,0.98997,535.14056,171.35706,0.9920849,522.51215,166.7414,0.96815777,560.3105,200.03285,0.96434945,554.658,190.87363,0.918123,1.02863722,0.51143381,0.85926775,0.24122382
4,133.33333333333334,532.4149,73.83288,0.94716525,536.85864,68.403885,0.9526936,530.8825,70.4295,0.6621886,550.842,66.514145,0.9494412,535.5069,70.12496,0.27934903,566.7014,89.195915,0.99818844,539.32166,91.975845,0.97620845,575.1738,125.01669,0.9939361,540.3682,123.37645,0.81998616,551.55756,144.2192,0.9807233,530.1443,145.0246,0.76456296,562.22076,146.39403,0.9968952,545.59094,144.98529,0.9885684,534.96124,171.86618,0.99030954,521.029,167.82121,0.96571046,559.2656,200.95746,0.95794606,551.9637,191.5474,0.91348463,1.03678705,0.52150527,0.8644263,0.23606527
5,166.66666666666666,532.23376,74.22582,0.94810045,536.6195,68.75045,0.95342034,530.608,70.80344,0.6685678,550.4565,66.55293,0.9496932,535.11304,70.26836,0.28439832,566.5247,89.0654,0.9981914,538.9661,91.86882,0.976334,575.4011,124.98219,0.99390185,540.24304,123.30084,0.82048345,551.4956,144.04385,0.9806418,530.1674,145.21536,0.76489806,562.02893,146.37279,0.99681705,545.3425,144.96532,0.9883133,535.0253,172.19987,0.9899039,521.2998,168.06647,0.9644198,559.23315,201.22366,0.9559479,552.17017,191.64789,0.9097229,1.02132051,0.48932572,0.86319807,0.24196076
6,200.0,532.0449,74.33735,0.9492716,536.4686,68.89668,0.9541391,530.41504,70.885765,0.6752953,550.2797,66.67792,0.9497318,534.7756,70.260025,0.28861368,566.2674,89.10599,0.99820197,538.5733,91.8752,0.9767419,575.5378,124.90549,0.99391633,539.9549,123.209656,0.82355404,551.5821,144.31409,0.9807582,530.0493,145.35909,0.7686404,561.95404,146.04698,0.99680007,545.20703,144.68576,0.98832613,535.3772,172.34473,0.98968947,521.7257,168.47458,0.963955,559.17456,200.94408,0.95461494,552.45233,191.88892,0.90748686,1.0163726,0.48686926,0.85803952,0.24441721
7,233.33333333333334,531.58673,74.68732,0.9477337,535.9188,69.24933,0.9529518,530.07513,71.20708,0.6661086,549.6588,66.73956,0.94949114,534.7244,70.22594,0.28409132,565.8338,89.02811,0.9982016,538.5899,91.59666,0.9764572,575.52966,125.03479,0.99397695,539.9123,123.00305,0.82294893,551.4419,144.44214,0.98089635,529.79846,145.71114,0.76828766,561.80865,146.17204,0.99686474,545.4289,144.77646,0.9885141,535.2504,172.56192,0.9899449,522.037,168.89244,0.964745,559.0962,201.14275,0.9557005,552.6365,192.53528,0.9094612,1.02074208,0.48293893,0.86344372,0.25129528
8,266.6666666666667,531.0084,74.766464,0.9466419,535.3213,69.390594,0.95299447,529.616,71.2469,0.6549001,549.076,66.87807,0.95085216,534.463,70.14021,0.27439606,565.30255,89.07308,0.99826175,538.3907,91.509575,0.9756749,574.9642,125.04971,0.9942741,539.8533,123.041534,0.81715995,550.79224,144.80565,0.98154646,529.7438,146.10815,0.7628111,561.71515,146.17642,0.9969741,545.5372,144.72426,0.98854464,535.3184,172.88943,0.990288,522.0673,169.08304,0.96482164,559.1099,201.59201,0.9568642,552.53296,192.79727,0.9100305,1.03731788,0.48588668,0.88383229,0.24245205
9,300.0,530.53235,75.203,0.9529337,535.0472,70.33823,0.9598232,528.90436,71.82681,0.6537366,548.1397,67.6373,0.9596394,533.2761,70.0954,0.25111124,564.42456,89.43509,0.9988959,538.343,91.08086,0.97562283,574.9366,125.800385,0.99679226,541.5092,122.752426,0.82176375,549.51196,145.29109,0.9889599,528.79315,145.09502,0.7859278,563.1867,146.9551,0.9981451,547.3388,145.38757,0.9915985,536.73016,173.0611,0.9942669,524.6277,169.90971,0.9746089,562.26245,200.18146,0.9739473,557.3579,193.70682,0.9364007,1.01721257,0.46476117,0.87228696,0.24048689
