frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,513.70953,94.1815,0.9388793,515.8737,91.954765,0.90241265,511.7142,92.09081,0.87716216,519.5224,92.87154,0.75407845,508.7688,93.10785,0.65392995,525.1672,105.17343,0.9931311,503.83438,105.40478,0.994303,530.66583,120.80299,0.95182943,497.76465,120.114044,0.94838184,525.71686,131.76984,0.9143842,502.40875,129.86845,0.90528893,521.6201,137.50424,0.9944476,508.21643,137.55084,0.99502796,519.7243,162.58957,0.9838869,507.53955,162.53094,0.98322636,515.93134,187.41064,0.9626501,509.8435,187.27905,0.96125346,0.98862951,-0.01842341,0.96882561,0.19602506
1,33.333333333333336,513.76697,94.43607,0.9382191,515.92303,92.20122,0.9013974,511.75998,92.33512,0.8761979,519.5475,93.02365,0.752094,508.7697,93.249054,0.65277785,525.1791,105.159935,0.99308115,503.81894,105.38548,0.9942386,530.6948,120.745926,0.9517642,497.76678,120.062164,0.9480302,525.81366,131.67554,0.9143434,502.28473,129.74553,0.90489185,521.61035,137.40125,0.99449265,508.1971,137.44798,0.9950566,519.75104,162.52856,0.98417205,507.56396,162.47432,0.98348606,515.9602,187.42949,0.96339124,509.86514,187.30634,0.9619561,0.98923093,-0.00147387,0.97054513,0.1913578
2,66.66666666666667,513.8375,94.69978,0.93845,515.9864,92.4507,0.90166104,511.81396,92.58681,0.8767356,519.59674,93.17917,0.7517978,508.77405,93.404236,0.65369236,525.2385,105.18789,0.9931357,503.77844,105.41168,0.99427444,530.7468,120.81166,0.9523526,497.77667,120.106155,0.9484448,525.8257,131.87376,0.91524684,502.34412,129.80368,0.9055961,521.657,137.40569,0.9945515,508.16638,137.45667,0.9951048,519.8864,162.5466,0.98428994,507.51218,162.49998,0.9835919,516.06604,187.44519,0.96354055,509.77768,187.3393,0.9620876,0.99340868,-0.00884324,0.97398417,0.19528812
3,100.0,513.6091,94.72645,0.93820804,515.7706,92.4717,0.9048556,511.60867,92.619995,0.8720944,519.4729,93.16878,0.764805,508.67688,93.4444,0.6358495,525.27356,105.159935,0.99329996,503.83936,105.435715,0.9939856,530.8592,120.77997,0.95482683,497.83392,120.10405,0.9448186,525.79285,131.94942,0.91859293,502.22293,129.8323,0.9009484,521.6628,137.37347,0.9945779,508.20895,137.42407,0.9949262,519.848,162.52226,0.98446435,507.59354,162.4748,0.9830474,515.96106,187.43271,0.96381253,509.89288,187.30281,0.96114814,0.98568737,-0.00835194,0.96317577,0.20928991
4,133.33333333333334,513.37665,94.95086,0.93865746,515.56793,92.69101,0.9084068,511.4196,92.83676,0.86910945,519.40424,93.29646,0.7769022,508.638,93.582275,0.6217959,525.32477,105.174484,0.99355984,503.92862,105.45173,0.99391633,530.9225,120.748505,0.95771366,497.89026,120.06763,0.9434656,525.8072,132.0422,0.9229955,502.20694,129.9808,0.8998284,521.66675,137.37831,0.9947732,508.25104,137.40564,0.9949698,519.91974,162.50728,0.9850979,507.6955,162.42706,0.9832123,515.97144,187.44337,0.9651186,509.99338,187.24261,0.96166915,1.0039765,0.00908888,0.98331869,0.20241184
5,166.66666666666666,513.6061,95.37916,0.9401632,515.7895,93.105965,0.90930855,511.62134,93.24591,0.87336683,519.5644,93.56698,0.77517235,508.75177,93.83778,0.6322214,525.4252,105.2106,0.99374276,503.9494,105.552475,0.99423873,531.06555,120.69182,0.95873934,498.08875,120.3307,0.9466814,525.86865,132.11551,0.9249426,502.4037,130.69914,0.90450764,521.7266,137.38744,0.99494535,508.26248,137.44907,0.9952004,519.99414,162.5194,0.98536646,507.77332,162.47064,0.9837316,515.8891,187.42574,0.9653729,510.05307,187.28764,0.9623378,1.01105317,0.00933453,0.9828274,0.23704785
6,200.0,513.8465,95.74226,0.9408405,516.04565,93.463615,0.90927184,511.86566,93.57837,0.8758813,519.8144,93.778336,0.7720542,508.96133,93.97831,0.6387545,525.55676,105.20138,0.9937868,504.06186,105.46275,0.99444675,531.1321,120.67691,0.9589625,498.1578,120.232605,0.94917816,525.9436,132.15004,0.92569673,502.38565,130.77838,0.90825355,521.7532,137.3943,0.9950663,508.27835,137.42912,0.99538827,520.098,162.60226,0.98563266,507.8989,162.52661,0.9842711,516.0309,187.57576,0.9658211,510.20447,187.40778,0.9632394,0.98937012,0.01744083,0.9639127,0.22230912
7,233.33333333333334,513.52637,95.62672,0.94061893,515.7463,93.34955,0.91238004,511.59012,93.46992,0.8707999,519.64606,93.698166,0.78574175,508.84195,93.935234,0.62000537,525.65,105.188805,0.9940532,504.031,105.49933,0.9942895,531.3782,120.586975,0.96200395,498.0982,120.25371,0.94677883,525.8721,131.93265,0.93028843,502.41913,130.85211,0.9056694,521.7977,137.41064,0.99525344,508.24374,137.42947,0.99538356,520.1103,162.52815,0.9862817,507.73785,162.42526,0.9843025,515.9302,187.51271,0.9672442,510.084,187.28772,0.9636126,0.99783216,0.0567441,0.97619498,0.19872716
8,266.6666666666667,513.1876,95.757286,0.9374799,515.4016,93.479965,0.9122533,511.31085,93.607765,0.8590249,519.4077,93.72987,0.7957325,508.73666,94.00623,0.5891101,525.68994,105.065384,0.99404764,504.08542,105.42125,0.99368954,531.58716,120.34065,0.96392983,498.17648,120.107574,0.9408108,526.0866,131.67432,0.93294847,502.22293,130.76392,0.8981775,521.76746,137.18967,0.9953277,508.24332,137.18723,0.9952009,520.1457,162.285,0.98693395,507.6718,162.15433,0.9841616,515.9998,187.37299,0.96898067,510.00967,187.07843,0.9640476,1.01434367,0.06607862,0.9909337,0.20634217
9,300.0,513.26587,95.87663,0.9378635,515.4807,93.60322,0.91229063,511.3925,93.71239,0.8602864,519.4681,93.79644,0.7946089,508.79742,94.02477,0.5919923,525.72205,105.01576,0.99412954,504.08014,105.34875,0.9938486,531.67175,120.20596,0.9645992,498.22943,120.102066,0.9426941,526.196,131.4377,0.93435925,502.20685,131.00851,0.90109223,521.70844,137.03325,0.9954674,508.15256,137.01369,0.99537164,520.1464,162.07603,0.98737025,507.51788,161.92224,0.98476774,516.0377,187.17374,0.96997154,509.8188,186.85806,0.965322,1.01827232,0.07639573,0.99682919,0.19332296
