frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,532.51776,80.33354,0.9487679,536.2021,75.14694,0.9632629,530.35944,77.25491,0.6182087,548.71704,71.546074,0.96570086,534.591,75.70671,0.21142153,566.5488,90.13229,0.9988644,542.9592,93.02983,0.9700426,574.5083,124.1951,0.99703634,546.1637,123.01608,0.78801656,544.48566,142.72743,0.989414,533.7556,142.23851,0.7535142,569.0251,146.90479,0.9981629,554.1115,144.77429,0.99089044,531.91125,168.18187,0.994836,519.4132,163.42627,0.9740647,555.07355,208.89693,0.97586286,547.5538,198.25368,0.9358247,1.03321325,0.58144276,0.71237177,0.47114795
1,33.333333333333336,530.79877,80.72225,0.9399926,534.05164,75.51207,0.9581556,528.8534,77.7676,0.56874156,546.1451,71.53189,0.96446836,533.9685,75.95656,0.19220145,564.67084,89.58261,0.9988109,543.0011,92.72952,0.9663507,573.3133,123.317474,0.9970987,546.77795,122.79474,0.77394533,544.3278,141.15611,0.98956686,534.71075,141.56035,0.74233586,568.6938,147.0369,0.9981438,555.0479,145.0765,0.9904765,530.4391,168.34439,0.99478227,519.19104,163.83401,0.972839,554.9157,209.33029,0.97539234,547.2734,198.5513,0.93313134,1.10131708,0.6730685,0.74700778,0.44928551
2,66.66666666666667,528.5332,80.458374,0.9411387,531.9224,75.17636,0.96141684,526.6012,77.46307,0.5628506,544.50806,71.35509,0.96739286,531.8874,75.77698,0.1793329,563.0854,89.50093,0.99881184,542.1246,93.11072,0.96281195,571.6802,123.02867,0.9971311,546.41907,123.40088,0.7490282,543.0298,141.70929,0.9895906,533.988,142.18146,0.7212818,569.5632,146.59135,0.99792635,556.29486,144.91714,0.9888415,529.54834,167.55466,0.99416083,518.55817,163.7622,0.9679887,554.7138,208.80957,0.97232085,547.47656,198.84796,0.92259485,1.10131708,0.6730685,0.74700778,0.44928551
3,100.0,528.3488,83.29514,0.9426557,531.5175,77.985306,0.95869523,526.1478,80.24529,0.5437783,542.892,72.31993,0.96303886,531.3227,76.883255,0.17767741,561.4425,88.620255,0.9985896,542.5394,92.485565,0.96514475,571.33984,122.90184,0.9969613,546.17834,121.93001,0.7787104,542.43427,140.56302,0.9915941,534.4938,141.20178,0.78573453,570.5116,146.32094,0.99789137,558.82043,145.24869,0.98948854,528.50793,167.78497,0.9956274,518.9952,166.94775,0.9775065,553.8058,206.12773,0.9824785,546.53925,200.4581,0.9532874,1.07945377,0.65808413,0.72760179,0.45026809
4,133.33333333333334,526.8799,84.47072,0.9414807,530.0143,79.12755,0.95852673,524.46594,81.415726,0.54175997,541.2933,73.0844,0.9625598,529.4104,77.69482,0.17609423,560.0046,88.82897,0.99847764,541.69324,92.74034,0.962433,570.3959,122.91757,0.99670994,546.6162,121.92291,0.76513386,542.07416,140.6739,0.99097985,534.8159,141.44012,0.7745375,571.09375,146.249,0.997644,559.77246,145.27621,0.98831254,528.0635,167.4273,0.99526346,518.9943,166.7961,0.97569025,553.6757,206.30533,0.98154646,547.0198,200.86449,0.9509376,1.03977736,0.62074603,0.70991532,0.43798582
5,166.66666666666666,524.4782,84.38382,0.94198436,527.7194,79.16511,0.95855016,522.3408,81.42588,0.54393107,539.46313,74.03895,0.96253425,527.626,78.558685,0.17216857,558.5534,90.30792,0.99844545,539.8318,94.40018,0.96263826,569.2477,123.20224,0.9966438,544.1735,122.50113,0.77040124,542.1544,140.78198,0.99091196,533.8395,141.1308,0.77916586,570.6639,146.7686,0.9975439,559.01843,145.96133,0.9880454,528.2791,167.8121,0.9948702,518.8037,167.4708,0.9742294,553.80884,206.20538,0.9796397,546.6538,201.16823,0.9467151,0.95041519,0.56179112,0.65832978,0.39278706
6,200.0,521.3546,85.64182,0.9391888,524.317,80.460815,0.957309,519.3744,82.821655,0.5214318,535.9024,74.94563,0.96336925,525.1094,79.79344,0.1590592,556.78046,90.62349,0.998509,537.45624,95.351265,0.9603327,569.3188,122.90239,0.9969047,542.05975,123.033966,0.76404047,541.5253,141.78691,0.99154156,532.77704,142.53194,0.7766246,570.21875,147.6449,0.99755704,558.3562,147.06738,0.9875902,528.22284,168.57526,0.9946101,518.8265,168.43896,0.9718765,553.69055,206.79503,0.9778545,546.45245,201.68094,0.94080025,1.06890879,0.6438367,0.76248344,0.38296124
7,233.33333333333334,518.7955,87.01726,0.9344297,521.6622,81.98701,0.95410264,516.8793,84.21485,0.50632405,533.2003,76.27345,0.96180063,522.73285,80.85473,0.15515988,554.83435,91.20282,0.9983753,535.4729,95.58684,0.9575479,568.32825,124.039825,0.99665415,541.70135,123.36833,0.7576111,539.4626,143.0213,0.9909339,533.1852,142.53365,0.77065736,569.4483,147.33044,0.9972963,557.464,146.5994,0.98649,528.9321,169.06502,0.99393386,518.97595,168.49232,0.9690592,553.70886,207.1031,0.9751721,546.4188,201.59528,0.9348735,1.01024138,0.60477907,0.72146066,0.366503
8,266.6666666666667,515.63983,87.75322,0.92471033,518.2555,82.77091,0.94754624,513.7668,84.939186,0.47007042,529.59424,76.865654,0.9595147,520.0734,81.28344,0.14819662,552.1863,91.71159,0.9982595,533.6259,95.65558,0.95471627,566.7537,125.615326,0.99645305,541.3988,124.17847,0.75068897,537.78845,144.59053,0.99030507,533.2834,143.54628,0.76355964,568.8391,147.58336,0.99724835,557.4741,146.73422,0.98639673,528.8965,169.7598,0.99396086,519.8173,168.78082,0.96969485,553.3574,207.54263,0.97577816,547.3172,201.53474,0.93726134,1.00903403,0.59618148,0.7244084,0.3714159
9,300.0,513.1257,89.32746,0.9175545,515.2672,84.08141,0.9485723,511.21423,86.707565,0.44644582,526.2283,78.53804,0.96290195,517.6695,83.458176,0.13724428,548.9468,93.37906,0.99867225,533.45105,97.12394,0.9439758,565.28296,126.98602,0.9973859,542.60657,125.430954,0.7010558,535.78595,145.76392,0.99095726,533.5749,143.91978,0.7066484,568.1513,146.58861,0.99751675,558.0686,145.89449,0.9850183,527.00055,167.85764,0.9934582,519.9528,167.2374,0.96018827,555.57025,208.55359,0.9689019,550.00256,202.16891,0.90837353,1.09749759,0.6330283,0.80129542,0.40212158
