frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,490.7306,96.01487,0.9123662,492.41565,93.958305,0.88257295,489.50372,94.11738,0.7932874,496.47763,94.322464,0.7593758,488.25418,94.86569,0.481887,502.73785,105.59018,0.9925402,485.5839,106.66896,0.9919071,508.2347,120.0974,0.96583563,479.96164,122.91626,0.93605745,504.86618,130.92633,0.9381282,473.31686,137.50926,0.8947828,500.12454,136.70207,0.99578816,489.45612,136.91512,0.9954673,501.23813,161.44604,0.9900225,489.27515,161.48758,0.98718446,503.13278,186.58679,0.9777319,491.79477,186.36015,0.973177,0.81803347,-0.3313757,0.73104083,-0.15795002
1,33.333333333333336,489.21118,96.347725,0.890119,490.88144,94.30539,0.8706164,488.35422,94.42412,0.7228351,495.4395,94.54061,0.778807,487.9848,94.995415,0.38410878,502.31665,105.69805,0.99193394,485.70474,106.51428,0.98846185,507.8416,120.3513,0.9680495,479.93484,122.56596,0.9089932,504.3781,131.40804,0.9399927,473.21408,137.00253,0.8626526,499.47684,136.90176,0.9957247,489.21164,136.91422,0.99465394,500.75607,161.40933,0.99083066,489.15082,161.2923,0.98624796,502.71884,186.64594,0.980229,491.6976,186.08891,0.9732674,0.61061058,-0.14149177,0.57603856,-0.14493081
2,66.66666666666667,489.2836,96.42975,0.93272686,491.26617,94.29329,0.91551226,488.02255,94.41076,0.82803994,495.91763,94.490074,0.8104694,486.854,94.93357,0.49318817,502.21164,105.88188,0.9937004,484.5535,106.68633,0.99237615,507.3611,120.865814,0.9687326,479.4147,122.757996,0.92973906,504.7842,132.74942,0.9414587,473.2679,137.09637,0.88639104,499.32187,136.92078,0.9955166,488.41727,136.98192,0.994902,500.3298,161.60298,0.9890698,488.71066,161.4689,0.9851028,502.22263,186.60155,0.97563905,491.85648,186.05833,0.9693244,0.80594086,0.22009831,0.6973874,-0.33874506
3,100.0,488.47778,96.580765,0.9263461,490.46844,94.46603,0.90954334,487.3494,94.558304,0.8109293,495.23853,94.78421,0.8076775,486.4588,95.13745,0.47059858,501.5886,106.405,0.9932066,484.14703,106.97445,0.9914035,506.49976,121.80911,0.9670373,479.0753,122.99921,0.9218753,504.5697,134.81947,0.93769264,473.1524,137.59233,0.8753196,498.76923,137.21498,0.99518496,488.06403,137.19585,0.9944101,499.73962,161.52167,0.98861223,488.58185,161.32733,0.9841908,501.81155,186.22964,0.97524434,492.0655,185.56534,0.96837056,1.29247428,-0.0729567,1.19383684,-0.48981701
4,133.33333333333334,488.23798,96.48981,0.9232184,490.15106,94.38918,0.9008464,487.05225,94.50192,0.81217635,494.60883,94.78664,0.7885052,485.97427,95.15409,0.4917977,500.8019,106.52075,0.9928347,483.4226,107.099236,0.9917436,505.6964,122.16669,0.9642013,478.4505,123.22397,0.92772084,503.76782,135.84024,0.93298376,472.9691,138.1141,0.88106793,498.36404,137.31084,0.99507695,487.69754,137.37225,0.99458003,499.1344,161.50761,0.98822916,488.23685,161.39877,0.9845673,501.42554,186.05043,0.97440696,492.13156,185.53108,0.968617,1.26605543,-0.06362217,1.16313116,-0.49595814
5,166.66666666666666,487.1832,96.21093,0.8862202,488.89145,94.21014,0.8601776,486.36588,94.28288,0.72663033,493.31512,94.785965,0.7599703,486.0832,95.039215,0.40932396,499.9207,106.50392,0.99115294,483.527,106.93804,0.98849875,505.2045,122.003815,0.96243376,478.33594,123.07474,0.91122186,503.2165,135.32588,0.9293422,472.73032,138.10454,0.8608068,497.63025,137.30634,0.99508446,487.62814,137.28452,0.9942286,498.64713,161.22353,0.98930407,488.1922,161.08139,0.98510265,501.20535,185.83028,0.9773852,491.99612,185.21552,0.97098416,1.14730821,-0.03389907,1.03809763,-0.48736055
6,200.0,486.30145,96.36723,0.8741531,487.9433,94.3593,0.8493409,485.556,94.44834,0.698162,492.34122,94.91468,0.75753284,485.55106,95.1833,0.38521802,499.13898,106.63562,0.9906984,483.19427,106.970955,0.9871207,504.74316,122.37988,0.9617863,478.07803,122.93004,0.9020141,503.15518,136.7478,0.9269581,472.3859,137.97806,0.84868366,497.1172,137.23415,0.9950264,487.43692,137.18724,0.99397403,498.15817,160.98984,0.9895989,488.02777,160.85066,0.9850751,500.89508,185.5831,0.97836477,491.96625,184.95406,0.97159845,1.02526815,-0.02112551,0.93787429,-0.41366692
7,233.33333333333334,486.84152,96.53417,0.8960061,488.5239,94.4973,0.86762816,485.84616,94.61184,0.7532343,492.69595,94.92792,0.75908333,485.18024,95.257225,0.4418896,499.24637,106.54728,0.99165416,482.637,106.99553,0.98979634,504.6898,122.34973,0.96237487,477.8863,122.983215,0.9193923,502.9572,137.03592,0.928953,472.4046,138.12434,0.86990166,497.24896,137.11794,0.995259,487.11096,137.16185,0.9946319,498.11453,160.98224,0.98953956,487.70215,160.90536,0.9859736,500.68127,185.54779,0.9777265,491.66577,185.06119,0.9721835,0.94245192,0.01793212,0.88088455,-0.33456909
8,266.6666666666667,487.07196,96.58402,0.8946274,488.68347,94.54049,0.859156,485.96658,94.684,0.7607611,492.60858,94.92926,0.7373383,485.04327,95.2922,0.46593043,499.06387,106.462944,0.99135417,482.33917,106.85607,0.99049723,504.4613,122.442795,0.9603112,477.61066,122.68216,0.9285458,503.23758,137.84814,0.9262065,472.3716,137.75296,0.8810911,497.22345,136.87848,0.99528474,487.0422,136.94025,0.9949753,497.84537,160.71695,0.98940116,487.59326,160.6607,0.98668426,500.06656,185.24136,0.9772017,491.40533,184.83615,0.97287434,0.97505243,-0.03070568,0.92829412,-0.29673969
9,300.0,486.50684,96.44595,0.8924413,488.15414,94.43729,0.8617046,485.49814,94.5456,0.74951583,492.21338,94.9395,0.7503715,484.82013,95.20875,0.44532308,498.66595,106.56265,0.9913175,482.21136,106.77608,0.98955756,504.1408,122.456406,0.9608156,477.31952,122.28795,0.91942245,503.2102,137.86717,0.92613196,472.3628,137.03581,0.8693597,496.7494,136.80823,0.9950805,486.76053,136.78288,0.9944976,497.4709,160.47043,0.989129,487.46884,160.34297,0.98566854,499.69382,184.87308,0.97684413,491.2485,184.33582,0.9714462,1.01588619,-0.05551587,0.937383,-0.3876285
