frame_id,timestamp_ms,nose_x,nose_y,nose_conf,left_eye_x,left_eye_y,left_eye_conf,right_eye_x,right_eye_y,right_eye_conf,left_ear_x,left_ear_y,left_ear_conf,right_ear_x,right_ear_y,right_ear_conf,left_shoulder_x,left_shoulder_y,left_shoulder_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,right_elbow_x,right_elbow_y,right_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,right_wrist_x,right_wrist_y,right_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,right_hip_x,right_hip_y,right_hip_conf,left_knee_x,left_knee_y,left_knee_conf,right_knee_x,right_knee_y,right_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_ankle_x,right_ankle_y,right_ankle_conf,acc_x,acc_y,acc_z,acc_mag
0,0.0,549.6723,110.71169,0.8780102,552.44446,106.61019,0.89016795,548.8902,107.337364,0.388876,563.5643,104.72564,0.9162258,554.91895,106.11695,0.13940454,578.8585,122.08597,0.99716955,561.217,121.4214,0.9555095,579.97406,154.48117,0.995387,558.2924,150.3382,0.8218099,553.8825,166.13718,0.9880981,546.0716,163.61763,0.81372255,575.717,172.27975,0.99699545,564.2532,167.88622,0.9880918,539.93115,181.69165,0.99250895,526.18243,173.33217,0.9700982,545.42596,226.88806,0.9690934,533.60175,212.58095,0.92966706,1.09277797,0.6195178,0.74799036,-0.50087105
1,33.333333333333336,549.85284,110.91877,0.88592035,552.714,106.839264,0.8993412,548.95044,107.48206,0.40485147,563.96814,104.86403,0.9211228,554.7246,106.14513,0.14150064,579.17346,122.03323,0.9972792,561.326,121.34047,0.95533854,579.5123,154.21867,0.9954733,558.8014,150.37195,0.81602764,552.71497,165.8617,0.98828274,546.7645,163.61386,0.80940026,576.15875,172.11069,0.996888,564.5259,167.54062,0.987399,539.96796,181.42401,0.992273,526.3234,172.26596,0.96844506,544.5872,227.51828,0.9681599,533.6907,211.92691,0.926685,1.09211004,0.63671298,0.73325164,-0.49964282
2,66.66666666666667,549.841,110.79956,0.8937435,552.74603,106.66383,0.90879107,548.82666,107.368706,0.42058516,563.95386,104.50401,0.92665714,554.4388,105.91484,0.14362921,578.85455,121.69716,0.99741095,561.3542,121.20207,0.95455277,578.678,154.08226,0.9956104,558.6139,150.45737,0.8053259,551.326,166.2606,0.9885196,546.012,164.5458,0.801029,576.2209,171.93298,0.9967129,564.925,167.50839,0.98623115,538.9607,180.48071,0.9918601,526.54614,171.71436,0.9655109,544.1111,226.72884,0.9666707,534.7929,211.51337,0.9215124,1.07233756,0.63794121,0.70991532,-0.48883442
3,100.0,549.09937,110.88632,0.8829704,551.8788,106.73264,0.90070355,548.1628,107.52718,0.38891324,562.8048,104.39935,0.92440426,554.02606,105.88692,0.13385466,577.9487,121.432785,0.99728036,561.2869,120.932556,0.9510365,577.9153,154.15073,0.99562055,558.2933,149.9226,0.797445,549.2072,166.49794,0.9886318,544.73737,164.51433,0.79702306,576.62555,172.03082,0.9965193,566.0442,167.77043,0.9852584,537.2532,179.58931,0.9913515,526.6669,171.91534,0.96282035,543.23566,225.52759,0.96445006,536.04803,211.98918,0.9155674,1.06718851,0.63229136,0.70205467,-0.49620379
4,133.33333333333334,549.80634,113.64451,0.89399534,552.3475,109.36963,0.90729475,548.35425,110.36781,0.43465334,562.4492,105.48671,0.9221616,553.44324,107.496155,0.1553432,577.4867,121.130875,0.9971199,561.2665,120.85492,0.9537742,577.5165,153.94424,0.9951338,558.7887,149.39505,0.8057019,548.78925,166.32355,0.98762953,545.1081,164.66202,0.8033488,577.1072,171.91211,0.9961119,566.9781,167.94568,0.984496,536.7118,179.65009,0.9903398,527.682,172.9662,0.960825,542.43506,224.13568,0.961422,536.6138,212.01477,0.91154516,1.10185975,0.67405109,0.71040661,-0.50504702
5,166.66666666666666,547.39185,112.15888,0.8590553,549.7422,107.91498,0.87423515,546.3587,109.04374,0.35190862,559.817,105.16371,0.90882033,552.18274,107.34166,0.1299061,576.3489,121.40144,0.99661094,559.6299,121.70973,0.94840467,577.2097,153.51189,0.9948695,556.7559,150.00168,0.8059274,547.56793,165.87286,0.98730266,543.74207,164.55946,0.8049579,577.6892,172.06,0.9959571,567.296,168.302,0.984322,535.6686,179.30878,0.98989457,527.02136,172.59933,0.95991105,542.981,224.71585,0.95906395,538.1354,212.16553,0.9078085,1.0940006,0.67699883,0.69296579,-0.50824041
6,200.0,545.91956,113.07982,0.85957503,548.12463,108.779076,0.87645054,544.79565,110.04935,0.3489742,557.9094,105.61333,0.9120858,550.5553,108.13089,0.12809867,575.28564,121.402954,0.99685574,558.2165,121.96573,0.9483055,577.28754,153.14468,0.99526393,555.8744,149.70592,0.80342853,547.0977,165.65201,0.9880746,543.43555,165.06863,0.8034924,577.5952,172.14044,0.9962857,567.06085,168.50664,0.98507893,535.17365,178.8427,0.9908454,526.73944,172.1181,0.9622874,544.21094,223.96309,0.96326494,539.4364,211.07533,0.9150652,1.09794378,0.6681556,0.68142045,-0.54287642
7,233.33333333333334,543.1007,112.486244,0.87367916,545.46356,107.99687,0.8782384,542.6887,109.31217,0.3995025,555.8248,105.60275,0.9057674,549.7272,107.921326,0.16907044,574.2252,121.79744,0.9956072,556.6746,122.83365,0.9610825,576.8888,153.71117,0.99167985,552.86,150.81775,0.83482116,544.9754,165.97827,0.98234266,540.8892,166.09213,0.8297828,578.2053,172.41307,0.99469674,567.0283,168.98164,0.9840612,535.5024,180.05261,0.9894946,525.69476,173.90279,0.9677178,545.4265,220.82239,0.96324944,541.1088,209.31413,0.9311584,1.11709869,0.62860668,0.73497116,-0.55908902
8,266.6666666666667,542.2096,114.541885,0.9072407,544.7624,109.91181,0.9116134,541.2411,111.37205,0.49778628,554.7287,106.10898,0.9191916,546.9303,108.85431,0.20325021,572.4402,121.06023,0.9962929,554.11945,123.005844,0.96504205,576.3541,152.69888,0.99210745,551.73804,150.78865,0.8328158,545.95325,166.99309,0.9826422,540.3601,166.94736,0.8251313,576.80884,172.05908,0.9948695,565.2349,169.30176,0.98407525,535.26953,179.39333,0.98993427,525.2265,174.47008,0.9680893,546.81903,219.10379,0.96610594,542.34827,209.03017,0.934845,1.14242014,0.66078623,0.72907566,-0.58046017
9,300.0,540.2161,114.47424,0.92115694,542.2117,110.53988,0.94567114,539.6563,111.42183,0.36823598,552.6993,107.572365,0.9392049,543.4019,109.5484,0.040774506,571.05646,121.21225,0.994507,551.5763,121.328186,0.9684733,575.3165,152.1608,0.9943422,553.5686,150.1541,0.7885699,543.71497,167.2985,0.9904454,539.7311,167.32341,0.8404064,579.0244,171.37625,0.9917243,565.1787,169.05559,0.97875357,531.4471,177.58945,0.9825858,522.46716,174.91483,0.9284785,550.24884,219.31088,0.9451921,547.2931,214.97412,0.849908,1.09780225,0.63966072,0.68461384,-0.57210823
